title,review_score,poster,imdbID,reviews
Aliens,8.4,https://ia.media-imdb.com/images/M/MV5BYzVlMWViZGEtYjEyYy00YWZmLThmZGEtYmM4MDZlN2Q5MmRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0090605,"[""One of my all time favorites. It still contains some of the drama and suspense of the first but with far more action leading to what I find a far more appealing storyline. As with Cameron's movies he makes you feel for the core characters from the start rather than just a bunch of 'bad ass' marines (Although they are). The progression of Ripley was really defined by this movie the 'brave but scared' Ripley of Alien is gone and a more determined, meaner Ripley emerges with elements of the older nurturing character kept in check with a young girl called Newt. It definitely stands out miles compared to all the other 80's alien-type movies of that decade."", '""Ripley and the Soldiers"" can be found in two versions: the short version that cuts from Midway station directly to the Weyland-Yutani hearing, and the ""director\'s cut"" which cuts to a waiting room with a wall size ""scenery channel"" display.\r\nWhen I first saw the short version, I wondered how Ripley was able to make an immediate connection with Newt. ""Sister solidarity"" sounded bogus, and the ""director\'s cut"" cleared up that mystery.\r\nThe more interesting ""director\'s cut"" reveals Newt\'s family on LV-426, a long discussion on what the surviving Marines are facing, and an action sequence featuring the deadly Sentry units. \r\nAs Ripley suggested, I.Q.s did drop sharply among the Weyland-Yutani brass, with Carter Burke sending a deadly directive to ""Hadley\'s Hope."" \r\n\r\nIn short: Ripley is living the blue collar life by day and experiencing a recurrent ""Alien birth"" nightmare at night. Carter Burke and Colonial Marine Lt. Gorman visit her, saying contact has been lost with LV-426. Signing a devil\'s deal with Weyland-Yutani, Ripley boards the ""Sulaco"" with a ""company"" of Colonial Marines. To her horror, an android, ""Bishop"" is part of the crew, recalling the murderous ""Nostromo"" science officer, Ash. The trash-talking Colonial Marines give Ripley\'s tale short shrift, as they prepare for the ""Bug Hunt."" The armed-to-the-teeth party finds no colonists, but evidence of a battle to the death. Then something streaks out of hiding, pursued by Ripley. ""Mewt"" is the sole survivor of ""Hadley\'s Hope"" who views the soldiers with a disdainful ""it won\'t make any differene."" A computer search finds the colonists clustered deep below the power plant.\r\nThe Marines descend into the sub-sub-basement level and find out how true Ripley\'s tale is. After retreating from Hell, the survivors seal themselves off from the ""Xenomorphs"" as best as they can, dispatching ""Bishop"" to bring down the other drop ship. The Aliens attack and the soldiers fall one after another, leading to an abduction and a face off in an egg-filled chamber. This sequel is superior to the first movie, and leads to ""Ripley and the Convicts."" 8/10.', ""**The Disney film of the franchise**\r\n\r\nA basic shoot 'em up that comes complete with soldiers greasing up and watching each others muscles and also added an annoying kid straight out of Oliver Twist.\r\n\r\nCameron took everything Ridley Scott slowly built up and tossed it in the trash can to make a cheap shot Stallone/ Schwarzenegger style action fiasco.\r\n\r\nPeople who like this one tend to not be fans of horror movies as they complain about the _dark nature_ of the horror film Alien 3 - LOL - and this is precisely the reason Aliens fails as part of the horror franchise that is Alien.\r\n\r\n\r\n- Charles Dance""]"
All About Steve,4.8,https://ia.media-imdb.com/images/M/MV5BMTA5MTQxOTE2OTReQTJeQWpwZ15BbWU3MDY5NzI4NzI@._V1_SX300.jpg,tt0881891,[]
All the King's Men,6.2,https://ia.media-imdb.com/images/M/MV5BMzY1MTIyNDg4MF5BMl5BanBnXkFtZTcwODQ4MTEzMw@@._V1_SX300.jpg,tt0405676,[]
Almost Famous,7.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMzY1ZjMwMGEtYTY1ZS00ZDllLTk0ZmUtYzA3ZTA4NmYwNGNkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,tt0181875,"[""Hopes, Dreams & Nightmares.\r\n\r\nAlmost Famous is Cameron Crowe's paean to rock music, of bands and songs, of journalism and promotion, of sex & drugs. Drawing from experience and stories passed on, Crowe tells the tale of a young teenage boy aspiring to be a music journalist in the 1970s. Finding himself backstage with the rock group Stillwater, William Miller (Patrick Fugit) embarks on a road journey with the band that's awash with egos, groupies, perils and pleasures, all of which change his life forever.\r\n\r\nLets go find something real!\r\n\r\nThe most striking thing about it is that it's not overtly funny or sensationalistic, it's a production that's full of love, real love, for the subject matters to hand, and it's very often a moving experience to be part of. Narratively speaking, Crowe takes his time, steadily building characters and backdrop essentials, it works a treat as we become immersed in all the major players within the music circle, while also feeling the concerns of those on the outside of the rock group circle. Which of course gives us the great rewards come the final third of film when all matters come to a head. Crowe and his design team also work some magic for period flavours, capturing the early 70s vibe with awareness of clothing, food and drink and transport. Nothing ever seems false, which is remarkable in this era of product placements and shameless plugging. \r\n\r\n50 bucks and a case of beer! \r\n\r\nAnother one of Crowe's strengths is how he garners great performances from his actors. There's no big stars here, no Tom or Renée, but Billy Crudup, Jason Lee, Kate Hudson and Fugit, who respond to their director with sincere and believable performances, no caricatures or ham sarnies here, no way. While outskirt performances from Frances McDormand (brilliant as William's fretful mother), Anna Paquin, Philip Seymour Hoffman (as the legendary Lester Bangs) and Fairuza Balk, consistently hit the hi-hat. The music of course rocks, from metal and progers, to folkers and bubblegum, to some punk godfathery, these sounds feature on the soundtrack and kick the decade into orbit - while the Stillwater scenes are effective and the use of Elton John's Tiny Dancer will land in your heart and stay there.\r\n\r\nCameron Crowe has created a smashingly memorable film that will stand the tests of time. Two cuts are available, where both the theatrical and director's cuts are sure fire things (the latter Bootleg Cut my personal favourite). This is a music based film to sit with the best of them, God Bless Rock N Roll and God Bless Cameron Crowe, for he could have easily embellished and over egged his rock pudding, instead he kept it real. 9/10""]"
Alone in the Dark,2.3,https://ia.media-imdb.com/images/M/MV5BMTIxNDI5ODY2MF5BMl5BanBnXkFtZTcwNzQ1NzcyMQ@@._V1_SX300.jpg,tt0369226,[]
Amadeus,8.3,https://ia.media-imdb.com/images/M/MV5BMTg5NDkwMTk5N15BMl5BanBnXkFtZTYwODg3MDk2._V1_SX300.jpg,tt0086879,[]
The American,6.3,https://ia.media-imdb.com/images/M/MV5BMjAxMDg1NDcxM15BMl5BanBnXkFtZTcwODc3MDg1Mw@@._V1_SX300.jpg,tt1440728,[]
American Beauty,8.4,https://ia.media-imdb.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,tt0169547,[]
American Gangster,7.8,https://ia.media-imdb.com/images/M/MV5BMTkyNzY5MDA5MV5BMl5BanBnXkFtZTcwMjg4MzI3MQ@@._V1_SX300.jpg,tt0765429,"[""Quite a disappointed since it is really as much as you expect, but nothing new.\r\n\r\nWashington and Russell perform really well, so, as a characters movie, it works. It doesn't work at all as a biopic. Too much Hollywood on it.""]"
American Graffiti,7.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5NjM5MjIyNF5BMl5BanBnXkFtZTgwNjg2MTUxMDE@._V1_SX300.jpg,tt0069704,[]
American History X,8.5,https://ia.media-imdb.com/images/M/MV5BZjA0MTM4MTQtNzY5MC00NzY3LWI1ZTgtYzcxMjkyMzU4MDZiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg,tt0120586,[]
American Hustle,7.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMmM4YzJjZGMtNjQxMy00NjdlLWJjYTItZWZkYzdhOTdhNzFiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,tt1800241,"['Good', ""American Hustle is has a heavy dose of Scorsese circa 1970s with the violence replaced more by black humour.\r\n\r\nChristian Bale, Amy Adams, Jennifer Lawrence, Jeremy Renner and Bradley Cooper all deliver excellent performances. Robert De Niro makes a cameo and reminds the audience why he was at one time the best screen actor in the world.\r\n\r\nThis is a black comedy-drama set in the late 1970's based on the true life Abscam scandal. FBI agents and con artists joined up to frame politicians for taking bribes.\r\n\r\nBale plays a pot bellied hustler with bad hair. Amy Adams is his partner in crime who passes off as an English Aristocrat. Both have struck it rich in a scam where they dupe arrangement fees for loans that never come to fruition.\r\n\r\nCooper is the ambitious FBI agent with a big ego who has the the mafia in his sights and wants to reel in a big catch but he might be out of his depth.\r\n\r\nJeremy Renner is the charismatic Mayor of New Jersey. A man with a big heart who wants to get things done and Bale feels guilty about getting him involved in the sting operation.\r\n\r\nDirector David O Russell gets great performances from his cast but the film feels flabby which blunts the story and the humour feels stretched at times.""]"
American Outlaws,6.0,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwMTYxODAzMV5BMl5BanBnXkFtZTYwNTM3Nzc5._V1_SX300.jpg,tt0244000,"[""The Indiana Jones Version.\r\n\r\nThe legend of the James/Younger gang gets another outing in this fanciful actioner that's guaranteed to have history buffs frothing at the mouth.\r\n\r\nIt very much comes off as a Western primed for the MTV generation, a young spunky cast are assembled and the action kitchen sink is thrown at the piece where ever possible. There's lashings of cool on show, some sexiness, and the prime action sequences are exciting. Yet it just comes off as soulless, something emphasised by the awful score and soundtrack.\r\n\r\nActing is OK, particularly from Timothy Dalton as Allan Pinkerton, the man tasked with bringing down Colin Farrell's Jesse James - this whilst having a grudging respect for the outlaw - while Gabriel Macht puts some assured calmness into the role of Frank James. Elsewhere everyone else is having fun even though they be hamstrung by the script.\r\n\r\nThere's hints of thought, such as the power of celebrity status and corporate greed, but these are few and far between, for this is what it is, an action film that works on that level only. 5/10""]"
American Pie,7.0,https://ia.media-imdb.com/images/M/MV5BMTg3ODY5ODI1NF5BMl5BanBnXkFtZTgwMTkxNTYxMTE@._V1_SX300.jpg,tt0163651,[]
The American President,6.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5NDU2NDYzOF5BMl5BanBnXkFtZTYwNDk5MDI5._V1_SX300.jpg,tt0112346,[]
American Psycho,7.6,https://ia.media-imdb.com/images/M/MV5BMjIyMTYwMTI0N15BMl5BanBnXkFtZTgwNTU2NTYxMTE@._V1_SX300.jpg,tt0144084,[]
American Sniper,7.3,https://ia.media-imdb.com/images/M/MV5BMTkxNzI3ODI4Nl5BMl5BanBnXkFtZTgwMjkwMjY4MjE@._V1_SX300.jpg,tt2179136,[]
American Splendor,7.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA0MjYxNjY1MV5BMl5BanBnXkFtZTcwNDkwMjAwMQ@@._V1_SX300.jpg,tt0305206,[]
Amour,7.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1NTc3NDc4MF5BMl5BanBnXkFtZTcwNjYwNDk0OA@@._V1_SX300.jpg,tt1602620,['Superb drama about the final stage of the life of a middle-high class couple in France when one of them gets disabled due to a stroke.\r\n\r\nBothe actors perform exceptionally.']
An Education,7.3,https://ia.media-imdb.com/images/M/MV5BMTg4NjgzOTc0MF5BMl5BanBnXkFtZTcwOTc2OTE3Mg@@._V1_SX300.jpg,tt1174732,[]
Analyze That,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc0OTYwMzQ5OF5BMl5BanBnXkFtZTYwMzQyMDg5._V1_SX300.jpg,tt0289848,[]
Analyze This,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BNTIzNjQ5OTMtM2U2NS00YTNkLWIzMmYtOTcyOTA5MDU0YTdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0122933,[]
Anastasia,7.1,https://ia.media-imdb.com/images/M/MV5BNGJiNWFlYTMtZTBiZi00ZTVmLWJmZmMtNzEzYzZjNzYzZmRmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,tt0118617,[]
Angel Eyes,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BNDQwNzI2OTY2Ml5BMl5BanBnXkFtZTYwOTI3ODc5._V1_SX300.jpg,tt0225071,[]
Angels & Demons,6.7,https://ia.media-imdb.com/images/M/MV5BMjEzNzM2MjgxMF5BMl5BanBnXkFtZTcwNTQ1MTM0Mg@@._V1_SX300.jpg,tt0808151,[]
Anna Karenina,6.6,https://ia.media-imdb.com/images/M/MV5BMTU0NDgxNDg0NV5BMl5BanBnXkFtZTcwMjE4MzkwOA@@._V1_SX300.jpg,tt1781769,"[""Alright, plot-wise, I might just have to throw in the towel on this one. It is about... people, married, unmarried, love and desire. A lot of characters running in and out of eachothers lives. Since this is based on a famous novel (I think), there must be a lot of summaries out there that can help you along much better than I could.\r\n\r\nQuite frankly, I was... confused. The whole movie is sort of based at a theater (more or less), where the scenes change constantly. It can be quite spectacular, I must admit, but also... confusing. As a period piece, this movie has paid attention to the details, and everything looks soo good. I can definitely appreciate this, but it seems that all attention has been placed here, on the form.\r\n\r\nThe acting, and actors, fit well here... on the stage. They all act as if they were on a stage, which is fitting. In fact, to be honest, I would have much preferred to see this as a live performance on stage, than here. The story simply drowns in all these costumes and colours, fake trains and stages.\r\n\r\n_Last words... a good story is more important than anything else. A good story doesn't have to be complicated (just take a look at a movie such as Locke, which is centered around many of the same themes as this). A good story was not important to these people, they just wanted to play around with fancy costumes, beautiful sets and actors who exaggerate. I would surely have skipped this one... had I known._""]"
Annie Hall,8.0,https://ia.media-imdb.com/images/M/MV5BZDg1OGQ4YzgtM2Y2NS00NjA3LWFjYTctMDRlMDI3NWE1OTUyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,tt0075686,"[""One of the most iconic Allen's movie. Funny and quite believable but I think I was expecting something else.""]"
Anonymous,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxOTA5MTMxOV5BMl5BanBnXkFtZTcwNDI4MzU0NQ@@._V1_SX300.jpg,tt1521197,"[""Good entertaining fictional historic movie. Just don't try to chew on whether the history is true or not but enjoy the plot.""]"
Antitrust,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BM2VjZjdiYzYtOGU1Yy00NWZmLWEyOTUtM2QzMDlkYmRlYmM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0218817,[]
Antz,6.6,https://ia.media-imdb.com/images/M/MV5BMzMzMDdlMDktODg4OC00Y2E5LTk1ZjMtNzM2MzIxZGQ0ZGI3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0120587,[]
